"","candidate","district","borough","votes","party","ssd.win"
"12.Kevin C. Riley","Kevin C. Riley","12","Bronx County",28065,"Democratic",1
"12.KRESHEL MARSHALL","KRESHEL MARSHALL","12","Bronx County",1,"Write-In305",0
"12.KRISTY MARMORATO","KRISTY MARMORATO","12","Bronx County",1,"Write-In306",0
"12.LINOA FOSTER","LINOA FOSTER","12","Bronx County",1,"Write-In307",0
"12.LONZIE HILTON II","LONZIE HILTON II","12","Bronx County",1,"Write-In308",0
"12.LONZIE MILTON","LONZIE MILTON","12","Bronx County",1,"Write-In309",0
"12.MARTIN JACKSON","MARTIN JACKSON","12","Bronx County",1,"Write-In310",0
"12.MARVIN M JOHNSON","MARVIN M JOHNSON","12","Bronx County",1,"Write-In311",0
"12.MICHAEL AHIAMADI","MICHAEL AHIAMADI","12","Bronx County",1,"Write-In312",0
"12.MICHAEL BLOOMBERG","MICHAEL BLOOMBERG","12","Bronx County",1,"Write-In313",0
"12.MICHAEL HART","MICHAEL HART","12","Bronx County",1,"Write-In314",0
"12.NASIR MUHAMMAD","NASIR MUHAMMAD","12","Bronx County",1,"Write-In315",0
"12.ROBERT A. IRVING","ROBERT A. IRVING","12","Bronx County",1,"Write-In316",0
"12.ROBERT C PETERSON JR","ROBERT C PETERSON JR","12","Bronx County",1,"Write-In317",0
"12.ROSELY RUIZ","ROSELY RUIZ","12","Bronx County",1,"Write-In318",0
"12.TYREEK GOODMAN","TYREEK GOODMAN","12","Bronx County",1,"Write-In319",0
"12.UNATTRIBUTABLE WRITE-IN","UNATTRIBUTABLE WRITE-IN","12","Bronx County",17,"Write-In320",0
"12.WILLIAM BROOKS","WILLIAM BROOKS","12","Bronx County",1,"Write-In321",0
"12.YASIN ABDULLA","YASIN ABDULLA","12","Bronx County",2,"Write-In322",0
"12.ZOHRAN KWAME MAMDANI","ZOHRAN KWAME MAMDANI","12","Bronx County",2,"Write-In323",0
"13.ABRAHEIM ABULLA","ABRAHEIM ABULLA","13","Bronx County",1,"Write-In324",0
"13.ABU SHAKOOR","ABU SHAKOOR","13","Bronx County",2,"Write-In325",0
"13.ANDREW M CUOMO","ANDREW M CUOMO","13","Bronx County",3,"Write-In326",0
"13.ANGELO TEDESCO","ANGELO TEDESCO","13","Bronx County",1,"Write-In327",0
"13.ARDHMIR MALZIU","ARDHMIR MALZIU","13","Bronx County",1,"Write-In328",0
"13.CHIVONA NEWSOME","CHIVONA NEWSOME","13","Bronx County",1,"Write-In329",0
"13.CYNTHIA PRISCO","CYNTHIA PRISCO","13","Bronx County",1,"Write-In330",0
"13.EGIDIO SEMEMTILLY","EGIDIO SEMEMTILLY","13","Bronx County",1,"Write-In331",0
"13.ELSIE INCARNACION","ELSIE INCARNACION","13","Bronx County",1,"Write-In332",0
"13.ERIC DINOWITZ","ERIC DINOWITZ","13","Bronx County",3,"Write-In333",0
"13.GEORGE HORNACK","GEORGE HORNACK","13","Bronx County",1,"Write-In334",0
"13.GINO N GUADAGNO","GINO N GUADAGNO","13","Bronx County",1,"Write-In335",0
"13.ISAAC MOORE","ISAAC MOORE","13","Bronx County",2,"Write-In336",0
"13.JIMMY VACCA","JIMMY VACCA","13","Bronx County",1,"Write-In337",0
"13.Joel Rivera","Joel Rivera","13","Bronx County",716,"The Unity",0
"13.JOHN DELGRASSO","JOHN DELGRASSO","13","Bronx County",1,"Write-In338",0
"13.JOHN ZACCARO JR","JOHN ZACCARO JR","13","Bronx County",1,"Write-In339",0
"13.JOSE VEGA","JOSE VEGA","13","Bronx County",1,"Write-In340",0
"13.JOSEPH VILLA","JOSEPH VILLA","13","Bronx County",1,"Write-In341",0
"13.KING FRANK","KING FRANK","13","Bronx County",1,"Write-In342",0
"13.Kristy Marmorato","Kristy Marmorato","13","Bronx County",15945,"Republican and Conservative",0
"13.MARY DELATORRE","MARY DELATORRE","13","Bronx County",1,"Write-In343",0
"13.RAUL RIVERA","RAUL RIVERA","13","Bronx County",1,"Write-In344",0
"13.SAMANTHA ZHELKA","SAMANTHA ZHELKA","13","Bronx County",1,"Write-In345",0
"13.SANDI LUSK","SANDI LUSK","13","Bronx County",1,"Write-In346",0
"13.SANDY NURSE","SANDY NURSE","13","Bronx County",1,"Write-In347",0
"13.Shirley Aldebol","Shirley Aldebol","13","Bronx County",18048,"Democratic and Working Families",1
"13.TYRONE ISRAEL","TYRONE ISRAEL","13","Bronx County",1,"Write-In348",0
"13.UNATTRIBUTABLE WRITE-IN","UNATTRIBUTABLE WRITE-IN","13","Bronx County",8,"Write-In349",0
"13.ZOHRAN KWAME MAMDANI","ZOHRAN KWAME MAMDANI","13","Bronx County",2,"Write-In350",0
"14.AARON JUDGE","AARON JUDGE","14","Bronx County",2,"Write-In351",0
"14.ADOLFO ABREU","ADOLFO ABREU","14","Bronx County",1,"Write-In352",0
"14.ALEXANDRA ROSARIO","ALEXANDRA ROSARIO","14","Bronx County",1,"Write-In353",0
"14.ALTHEA STEVENS","ALTHEA STEVENS","14","Bronx County",1,"Write-In354",0
"14.ANDREW M CUOMO","ANDREW M CUOMO","14","Bronx County",6,"Write-In355",0
"14.ARAMIS OCACIO","ARAMIS OCACIO","14","Bronx County",1,"Write-In356",0
"14.BRIDGET PARRISH","BRIDGET PARRISH","14","Bronx County",1,"Write-In357",0
"14.BRYAN HODGE VASQUEZ","BRYAN HODGE VASQUEZ","14","Bronx County",1,"Write-In358",0
"14.BRYANT ROMANO","BRYANT ROMANO","14","Bronx County",1,"Write-In359",0
"14.CARLOS CARDENAS","CARLOS CARDENAS","14","Bronx County",1,"Write-In360",0
"14.CHAD ROGER","CHAD ROGER","14","Bronx County",1,"Write-In361",0
"14.CHAD ROYER","CHAD ROYER","14","Bronx County",1,"Write-In362",0
"14.CHI OSSE","CHI OSSE","14","Bronx County",1,"Write-In363",0
"14.CURTIS A SLIWA","CURTIS A SLIWA","14","Bronx County",2,"Write-In364",0
"14.DARNEY RIVERS","DARNEY RIVERS","14","Bronx County",2,"Write-In365",0
"14.DAVID CRUZ ROSS","DAVID CRUZ ROSS","14","Bronx County",1,"Write-In366",0
"14.DONALD J TRUMP","DONALD J TRUMP","14","Bronx County",1,"Write-In367",0
"14.EDIBERTO SALDANA","EDIBERTO SALDANA","14","Bronx County",1,"Write-In368",0
"14.ELSIE ENCARNATION","ELSIE ENCARNATION","14","Bronx County",2,"Write-In369",0
"14.ERIC ADAMS","ERIC ADAMS","14","Bronx County",1,"Write-In370",0
"14.ERIC DINOWITZ","ERIC DINOWITZ","14","Bronx County",2,"Write-In371",0
"14.FERNANDO AQUINO","FERNANDO AQUINO","14","Bronx County",1,"Write-In372",0
"14.FERNANDO CABRERA","FERNANDO CABRERA","14","Bronx County",8,"Write-In373",0
"14.FERNANDO E DIAZ","FERNANDO E DIAZ","14","Bronx County",1,"Write-In374",0
"14.GABRIELA SAPAG-MALDONADO","GABRIELA SAPAG-MALDONADO","14","Bronx County",1,"Write-In375",0
"14.HERBERT CRENSHAW","HERBERT CRENSHAW","14","Bronx County",1,"Write-In376",0
"14.JAMES MANNING","JAMES MANNING","14","Bronx County",1,"Write-In377",0
"14.JANIE JONES","JANIE JONES","14","Bronx County",1,"Write-In378",0
"14.JEFFREY HORTON","JEFFREY HORTON","14","Bronx County",1,"Write-In379",0
"14.JOANN ARIOLA","JOANN ARIOLA","14","Bronx County",2,"Write-In380",0
"14.JOHN CONNOR","JOHN CONNOR","14","Bronx County",1,"Write-In381",0
"14.JORGE CLASE JACOBO","JORGE CLASE JACOBO","14","Bronx County",1,"Write-In382",0
"14.JOSE LAINER","JOSE LAINER","14","Bronx County",1,"Write-In383",0
"14.JUMAANE D WILLIAMS","JUMAANE D WILLIAMS","14","Bronx County",1,"Write-In384",0
"14.KANYE WEST","KANYE WEST","14","Bronx County",1,"Write-In385",0
"14.KENNETH MIDDLETON","KENNETH MIDDLETON","14","Bronx County",1,"Write-In386",0
"14.KEVIN RILEY","KEVIN RILEY","14","Bronx County",2,"Write-In387",0
"14.KRISTY MARMORATO","KRISTY MARMORATO","14","Bronx County",1,"Write-In388",0
"14.LUIS A COLIN MEDINA","LUIS A COLIN MEDINA","14","Bronx County",1,"Write-In389",0
"14.LYDIA YOUNG","LYDIA YOUNG","14","Bronx County",1,"Write-In390",0
"14.MANUEL KIM","MANUEL KIM","14","Bronx County",1,"Write-In391",0
"14.MANUEL RODRIGUEZ","MANUEL RODRIGUEZ","14","Bronx County",1,"Write-In392",0
"14.MARILYN PAULINO","MARILYN PAULINO","14","Bronx County",1,"Write-In393",0
"14.MIGUEL AYBAR","MIGUEL AYBAR","14","Bronx County",1,"Write-In394",0
"14.NATHALYS SANCHEZ","NATHALYS SANCHEZ","14","Bronx County",1,"Write-In395",0
"14.PATRICIA DRUMMOND","PATRICIA DRUMMOND","14","Bronx County",1,"Write-In396",0
"14.PAUL ALLEN","PAUL ALLEN","14","Bronx County",1,"Write-In397",0
"14.Pierina A. Sanchez","Pierina A. Sanchez","14","Bronx County",17115,"Democratic and Working Families",1
"14.QUIDA HINTON","QUIDA HINTON","14","Bronx County",1,"Write-In398",0
"14.RACHEL MILLER BRADSHAW","RACHEL MILLER BRADSHAW","14","Bronx County",1,"Write-In399",0
"14.RAFAEL SALAMANCA","RAFAEL SALAMANCA","14","Bronx County",1,"Write-In400",0
"14.RAYMOND CHRISTIE","RAYMOND CHRISTIE","14","Bronx County",1,"Write-In401",0
"14.RICARDO BETENCES","RICARDO BETENCES","14","Bronx County",1,"Write-In402",0
"14.RICHIE TORRES","RICHIE TORRES","14","Bronx County",1,"Write-In403",0
"14.ROBIN WESTON","ROBIN WESTON","14","Bronx County",1,"Write-In404",0
"14.ROWAN EDWARDS","ROWAN EDWARDS","14","Bronx County",1,"Write-In405",0
"14.RUBEN DIAZ","RUBEN DIAZ","14","Bronx County",1,"Write-In406",0
"14.RUDOLPH GIULIANI","RUDOLPH GIULIANI","14","Bronx County",1,"Write-In407",0
"14.SANDRA WEBSTER","SANDRA WEBSTER","14","Bronx County",1,"Write-In408",0
"14.SHAM NINAH","SHAM NINAH","14","Bronx County",1,"Write-In409",0
"14.SHIRLEY ADEBOL","SHIRLEY ADEBOL","14","Bronx County",1,"Write-In410",0
"14.STEPHEN HICKS","STEPHEN HICKS","14","Bronx County",1,"Write-In411",0
"14.TYELL GOODMAN","TYELL GOODMAN","14","Bronx County",1,"Write-In412",0
"14.TYREEK GOODMAN","TYREEK GOODMAN","14","Bronx County",1,"Write-In413",0
"14.UNATTRIBUTABLE WRITE-IN","UNATTRIBUTABLE WRITE-IN","14","Bronx County",48,"Write-In414",0
"14.VERNON K MARSHALL","VERNON K MARSHALL","14","Bronx County",1,"Write-In415",0
"14.WILFREDO LOPEZ","WILFREDO LOPEZ","14","Bronx County",1,"Write-In416",0
"14.ZOHRAN KWAME MAMDANI","ZOHRAN KWAME MAMDANI","14","Bronx County",1,"Write-In417",0
"15.ADAM GAZA","ADAM GAZA","15","Bronx County",1,"Write-In418",0
"15.ANDREW M. CUOMO","ANDREW M. CUOMO","15","Bronx County",1,"Write-In419",0
"15.Aramis Ocasio","Aramis Ocasio","15","Bronx County",1964,"Republican",0
"15.ASHLEY FUNES","ASHLEY FUNES","15","Bronx County",1,"Write-In420",0
"15.CHELSEA BAYTEML","CHELSEA BAYTEML","15","Bronx County",1,"Write-In421",0
"15.CURTIS A. SLIWA","CURTIS A. SLIWA","15","Bronx County",1,"Write-In422",0
"15.DEMETRIUS WILSON","DEMETRIUS WILSON","15","Bronx County",1,"Write-In423",0
"15.EDWIN VAZQUEZ GARCIA","EDWIN VAZQUEZ GARCIA","15","Bronx County",1,"Write-In424",0
"15.ELSIE ENCARUNCION","ELSIE ENCARUNCION","15","Bronx County",1,"Write-In425",0
"15.ERIC DINOWITZ","ERIC DINOWITZ","15","Bronx County",1,"Write-In426",0
"15.FRENCHIE MUNOZ SR.","FRENCHIE MUNOZ SR.","15","Bronx County",1,"Write-In427",0
"15.Gary Lutz","Gary Lutz","15","Bronx County",430,"Conservative",0
"15.JADA A CHEVALIER","JADA A CHEVALIER","15","Bronx County",1,"Write-In428",0
"15.JAYSON CANCEL JR","JAYSON CANCEL JR","15","Bronx County",1,"Write-In429",0
"15.JOSE PADILLA JR","JOSE PADILLA JR","15","Bronx County",1,"Write-In430",0
"15.JOSE VEGA","JOSE VEGA","15","Bronx County",1,"Write-In431",0
"15.JUSTIN E SANCHEZ","JUSTIN E SANCHEZ","15","Bronx County",1,"Write-In432",0
"15.KARON L THOMPSON","KARON L THOMPSON","15","Bronx County",1,"Write-In433",0
"15.KOOKY LOPEZ","KOOKY LOPEZ","15","Bronx County",1,"Write-In434",0
"15.NATASHA MCKITHEN","NATASHA MCKITHEN","15","Bronx County",1,"Write-In435",0
"15.OKHANO SLEWAR","OKHANO SLEWAR","15","Bronx County",1,"Write-In436",0
"15.Oswald J. Feliz","Oswald J. Feliz","15","Bronx County",14537,"Democratic",1
"15.PAUL LASALLE","PAUL LASALLE","15","Bronx County",1,"Write-In437",0
"15.PAULETTE JORDAN","PAULETTE JORDAN","15","Bronx County",1,"Write-In438",0
"15.PIERINA SANCHEZ","PIERINA SANCHEZ","15","Bronx County",1,"Write-In439",0
"15.ROSALIE LESLIE","ROSALIE LESLIE","15","Bronx County",1,"Write-In440",0
"15.SALLIE YOUNG","SALLIE YOUNG","15","Bronx County",1,"Write-In441",0
"15.SHANEQUA CHARLES","SHANEQUA CHARLES","15","Bronx County",1,"Write-In442",0
"15.SHARNICE JONES","SHARNICE JONES","15","Bronx County",1,"Write-In443",0
"15.SHIRLEY ALDEBOL","SHIRLEY ALDEBOL","15","Bronx County",2,"Write-In444",0
"15.SUNNY MARQUEZ","SUNNY MARQUEZ","15","Bronx County",1,"Write-In445",0
"15.THELMA WASHINGTON","THELMA WASHINGTON","15","Bronx County",1,"Write-In446",0
"15.TYREEK GOODMAN","TYREEK GOODMAN","15","Bronx County",1,"Write-In447",0
"15.UNATTRIBUTABLE WRITE-IN","UNATTRIBUTABLE WRITE-IN","15","Bronx County",9,"Write-In448",0
"15.VANESSA L GIBSON","VANESSA L GIBSON","15","Bronx County",1,"Write-In449",0
"16.Althea V. Stevens","Althea V. Stevens","16","Bronx County",18302,"Democratic and Working Families",1
"16.BOBBY AKUMAH","BOBBY AKUMAH","16","Bronx County",1,"Write-In450",0
"16.CHIVONA NEWSOME","CHIVONA NEWSOME","16","Bronx County",1,"Write-In451",0
"16.CYNTHIA L COX","CYNTHIA L COX","16","Bronx County",1,"Write-In452",0
"16.EDWIN SANCHEZ","EDWIN SANCHEZ","16","Bronx County",1,"Write-In453",0
"16.ELSIE ENCARECION","ELSIE ENCARECION","16","Bronx County",1,"Write-In454",0
"16.Emmanuel Findlay","Emmanuel Findlay","16","Bronx County",2357,"Republican and Conservative",0
"16.FREDDY PEREZ JR.","FREDDY PEREZ JR.","16","Bronx County",1,"Write-In455",0
"16.JONATHAN ORTIZ","JONATHAN ORTIZ","16","Bronx County",2,"Write-In456",0
"16.JOSE VEGA","JOSE VEGA","16","Bronx County",1,"Write-In457",0
"16.JUAN SOTO","JUAN SOTO","16","Bronx County",1,"Write-In458",0
"16.KEVIN RILEY","KEVIN RILEY","16","Bronx County",1,"Write-In459",0
"16.KIMBERLYN ROSARIO","KIMBERLYN ROSARIO","16","Bronx County",1,"Write-In460",0
"16.LYDEL DARGON","LYDEL DARGON","16","Bronx County",1,"Write-In461",0
"16.MAGDALYN TETTER","MAGDALYN TETTER","16","Bronx County",1,"Write-In462",0
"16.MARIO BENABE","MARIO BENABE","16","Bronx County",1,"Write-In463",0
"16.MELISSA JARVIS","MELISSA JARVIS","16","Bronx County",1,"Write-In464",0
"16.OCASIO CORTEZ","OCASIO CORTEZ","16","Bronx County",1,"Write-In465",0
"16.PIERINA ANA SANCHEZ","PIERINA ANA SANCHEZ","16","Bronx County",1,"Write-In466",0
"16.SHAKUR JOSEPH","SHAKUR JOSEPH","16","Bronx County",1,"Write-In467",0
"16.SHAKUR JOSPEH","SHAKUR JOSPEH","16","Bronx County",1,"Write-In468",0
"16.UNATTRIBUTABLE WRITE-IN","UNATTRIBUTABLE WRITE-IN","16","Bronx County",16,"Write-In469",0
"16.YUSEF SALAAM","YUSEF SALAAM","16","Bronx County",1,"Write-In470",0
"16.YVES FILIUS","YVES FILIUS","16","Bronx County",1,"Write-In471",0
"17.ALTHEA STEVENS","ALTHEA STEVENS","17","Bronx County",2,"Write-In472",0
"17.ALTHEA V STEVENS","ALTHEA V STEVENS","17","Bronx County",1,"Write-In473",0
"17.ANDREW M CUOMO","ANDREW M CUOMO","17","Bronx County",3,"Write-In474",0
"17.ANTIRSON R ORTIZ","ANTIRSON R ORTIZ","17","Bronx County",2,"Write-In475",0
"17.BRIE LARSEN","BRIE LARSEN","17","Bronx County",1,"Write-In476",0
"17.CLAUDE ANDERSON","CLAUDE ANDERSON","17","Bronx County",1,"Write-In477",0
"17.EBONY MULDROW","EBONY MULDROW","17","Bronx County",3,"Write-In478",0
"17.ELSIE ENCARNACION","ELSIE ENCARNACION","17","Bronx County",1,"Write-In479",0
"17.FREDDY PEREZ JR","FREDDY PEREZ JR","17","Bronx County",1,"Write-In480",0
"17.JOHN SANCHEZ","JOHN SANCHEZ","17","Bronx County",1,"Write-In481",0
"17.Justin E. Sanchez","Justin E. Sanchez","17","Bronx County",16188,"Democratic and Working Families",1
"17.KENDY CRAWFORD","KENDY CRAWFORD","17","Bronx County",1,"Write-In482",0
"17.KENNETH MIDDLETON","KENNETH MIDDLETON","17","Bronx County",1,"Write-In483",0
"17.KEVIN DIXON","KEVIN DIXON","17","Bronx County",1,"Write-In484",0
"17.KHALIEF BROWDER","KHALIEF BROWDER","17","Bronx County",1,"Write-In485",0
"17.KOLACO ARGUI","KOLACO ARGUI","17","Bronx County",1,"Write-In486",0
"17.Marisol Duran","Marisol Duran","17","Bronx County",608,"Conservative",0
"17.NAEEM FOLAWIGO","NAEEM FOLAWIGO","17","Bronx County",1,"Write-In487",0
"17.NATHANIEL GARNETT SR","NATHANIEL GARNETT SR","17","Bronx County",1,"Write-In488",0
"17.OSWALD J. FELIZ","OSWALD J. FELIZ","17","Bronx County",1,"Write-In489",0
"17.RAFAEL SALAMANCA JR","RAFAEL SALAMANCA JR","17","Bronx County",1,"Write-In490",0
"17.REV BRUCE RIVERA","REV BRUCE RIVERA","17","Bronx County",1,"Write-In491",0
"17.Rosaline Nieves","Rosaline Nieves","17","Bronx County",1983,"Republican",0
"17.SAMMY LOPEZ","SAMMY LOPEZ","17","Bronx County",1,"Write-In492",0
"17.SELMA K BARTHOLOMEW","SELMA K BARTHOLOMEW","17","Bronx County",1,"Write-In493",0
"17.SHEILA NORFORT","SHEILA NORFORT","17","Bronx County",1,"Write-In494",0
"17.STYLO SAPSKIS","STYLO SAPSKIS","17","Bronx County",1,"Write-In495",0
"17.UNATTRIBUTABLE WRITE-IN","UNATTRIBUTABLE WRITE-IN","17","Bronx County",21,"Write-In496",0
"17.WINDELLA S WELLS","WINDELLA S WELLS","17","Bronx County",1,"Write-In497",0
"17.WINIFRED COULTON","WINIFRED COULTON","17","Bronx County",2,"Write-In498",0
"18.Amanda C. Farias","Amanda C. Farias","18","Bronx County",24451,"Democratic and Working Families",1
"18.BILLY JEAN KING","BILLY JEAN KING","18","Bronx County",1,"Write-In499",0
"18.DANIDLE ANTWI","DANIDLE ANTWI","18","Bronx County",1,"Write-In500",0
"18.DONNELLA ROBINSON","DONNELLA ROBINSON","18","Bronx County",1,"Write-In501",0
"18.EDUARDO DELEON","EDUARDO DELEON","18","Bronx County",1,"Write-In502",0
"18.EESA AKRAM","EESA AKRAM","18","Bronx County",1,"Write-In503",0
"18.ELSIE ENCARECIAN","ELSIE ENCARECIAN","18","Bronx County",2,"Write-In504",0
"18.FARDEEN AZAD","FARDEEN AZAD","18","Bronx County",1,"Write-In505",0
"18.HELEN HINES","HELEN HINES","18","Bronx County",1,"Write-In506",0
"18.IVAN POLIDURA","IVAN POLIDURA","18","Bronx County",1,"Write-In507",0
"18.JAMAL R BELLE","JAMAL R BELLE","18","Bronx County",1,"Write-In508",0
"18.JOE BELLO","JOE BELLO","18","Bronx County",1,"Write-In509",0
"18.JOHN CENA","JOHN CENA","18","Bronx County",1,"Write-In510",0
"18.JOLENNE FLORES","JOLENNE FLORES","18","Bronx County",1,"Write-In511",0
"18.JOSEPH BITAR","JOSEPH BITAR","18","Bronx County",1,"Write-In512",0
"18.JUSTIN E. SANCHEZ","JUSTIN E. SANCHEZ","18","Bronx County",1,"Write-In513",0
"18.KRISTY MARMARTO","KRISTY MARMARTO","18","Bronx County",2,"Write-In514",0
"18.LUCIANNE COURT","LUCIANNE COURT","18","Bronx County",1,"Write-In515",0
"18.MARLON GONZALEZ","MARLON GONZALEZ","18","Bronx County",1,"Write-In516",0
"18.MICHAEL BELTZER","MICHAEL BELTZER","18","Bronx County",1,"Write-In517",0
"18.MICHELLE ORTIZ","MICHELLE ORTIZ","18","Bronx County",1,"Write-In518",0
"18.MILI BONILLA","MILI BONILLA","18","Bronx County",2,"Write-In519",0
"18.MUSH FIGGA RAHMAN","MUSH FIGGA RAHMAN","18","Bronx County",1,"Write-In520",0
"18.NELIDA CRUZ","NELIDA CRUZ","18","Bronx County",1,"Write-In521",0
"18.RAFAEL VALLE SR","RAFAEL VALLE SR","18","Bronx County",1,"Write-In522",0
"18.REGINALD A MIMMS","REGINALD A MIMMS","18","Bronx County",1,"Write-In523",0
"18.RUBEN DIAZ JR","RUBEN DIAZ JR","18","Bronx County",1,"Write-In524",0
"18.SHUBHASHISH ARGHA","SHUBHASHISH ARGHA","18","Bronx County",1,"Write-In525",0
"18.Shuvonkar Saha","Shuvonkar Saha","18","Bronx County",2401,"Republican",0
"18.SIAM RAHMAN","SIAM RAHMAN","18","Bronx County",1,"Write-In526",0
"18.STEVEN RIVERA","STEVEN RIVERA","18","Bronx County",1,"Write-In527",0
"18.SYED HUSSAIN","SYED HUSSAIN","18","Bronx County",1,"Write-In528",0
"18.TAHAMID CHOWDHURY","TAHAMID CHOWDHURY","18","Bronx County",1,"Write-In529",0
"18.TYREEK GOODMAN","TYREEK GOODMAN","18","Bronx County",1,"Write-In530",0
"18.UNATTRIBUTABLE WRITE-IN","UNATTRIBUTABLE WRITE-IN","18","Bronx County",27,"Write-In531",0
"18.Wilfredo Hierrezuelo","Wilfredo Hierrezuelo","18","Bronx County",289,"United Alliance",0
"18.WILLIAM LANDERS","WILLIAM LANDERS","18","Bronx County",1,"Write-In532",0
"18.WILSON A POLANCO","WILSON A POLANCO","18","Bronx County",1,"Write-In533",0
"18.Zenobia Merced Bonilla","Zenobia Merced Bonilla","18","Bronx County",582,"Conservative",0
"18.ZOHRAN MAMDANI","ZOHRAN MAMDANI","18","Bronx County",1,"Write-In534",0
"19.ABOUBAKER HAMIDA","ABOUBAKER HAMIDA","19","Queens County",1,"Write-In535",0
"19.ALEXANDER J. CARUSO","ALEXANDER J. CARUSO","19","Queens County",1,"Write-In536",0
"19.ANGELIKI LOURDAS","ANGELIKI LOURDAS","19","Queens County",1,"Write-In537",0
"19.Benjamin Chou","Benjamin Chou","19","Queens County",18496,"Democratic",0
"19.FRANCES E. SPANGENBERG","FRANCES E. SPANGENBERG","19","Queens County",3,"Write-In538",0
"19.JACK KEROUAC","JACK KEROUAC","19","Queens County",1,"Write-In539",0
"19.JULIE WON","JULIE WON","19","Queens County",2,"Write-In540",0
"19.MARK BARRET","MARK BARRET","19","Queens County",1,"Write-In541",0
"19.MATTHEW SILVERMEN","MATTHEW SILVERMEN","19","Queens County",1,"Write-In542",0
"19.PAUL A. VALLONE","PAUL A. VALLONE","19","Queens County",1,"Write-In543",0
"19.PETER SONSAI","PETER SONSAI","19","Queens County",1,"Write-In544",0
"19.STANLEY SHACK","STANLEY SHACK","19","Queens County",1,"Write-In545",0
"19.UNATTRIBUTABLE WRITE-IN","UNATTRIBUTABLE WRITE-IN","19","Queens County",16,"Write-In546",0
"19.Vickie Paladino","Vickie Paladino","19","Queens County",24870,"Republican and Conservative",1
"19.VICKIE PALADINO","VICKIE PALADINO","19","Queens County",2,"Write-In547",0
"2.ALEXANDER PAYTON","ALEXANDER PAYTON","2","New York County",1,"Write-In548",0
"2.ALEXANDRIA OCASIO-CORTEZ","ALEXANDRIA OCASIO-CORTEZ","2","New York County",1,"Write-In549",0
"2.ALEXIS WILKINSON","ALEXIS WILKINSON","2","New York County",1,"Write-In550",0
"2.ALICE ROSS","ALICE ROSS","2","New York County",1,"Write-In551",0
"2.Allie Ryan","Allie Ryan","2","New York County",1720,"The Unity",0
"2.ANDREA GORDILLO","ANDREA GORDILLO","2","New York County",1,"Write-In552",0
"2.ANTHONY WIENER","ANTHONY WIENER","2","New York County",2,"Write-In553",0
"2.AUSTIN GROGON","AUSTIN GROGON","2","New York County",1,"Write-In554",0
"2.BEA GOLDWYN","BEA GOLDWYN","2","New York County",1,"Write-In555",0
"2.BIANCA ISAIAS","BIANCA ISAIAS","2","New York County",1,"Write-In556",0
"2.BOOL FRIEDGUY","BOOL FRIEDGUY","2","New York County",1,"Write-In557",0
"2.CAROLYN CONABOY","CAROLYN CONABOY","2","New York County",1,"Write-In558",0
